Genome,Bars,Notes,Steps,Pauses,Key,Scale,ScaleRoot,bpm,Rating
0000111110100111011000100001000001101000111011100010001100000011,4,4,1,True,0,0,4,128,5
0110111011000110001000110011010111110001110110010000001011000111,4,4,1,True,0,0,4,128,1
1111110110100001100011110111000000100011010011110110010001100101,4,4,1,True,0,0,4,128,2
1010111000011011000000001000011011010001101010011100101011011101,4,4,1,True,0,0,4,128,3
10101010010000001101000010010101011010100100001010001110000001000001010010011101100010010111000010010011001100111100001000100101,8,4,1,True,0,0,4,128,5
00000010011111001110000010000001110110010100101001110011010111111101101101100010110100110000011110000111001000110100000110011010,8,4,1,True,0,0,4,128,4
10111111100111010011111011110011001110011001000110010000101001101000001011011011000001010011010011101000110100001111000000110100,8,4,1,True,0,0,4,128,0
10110001100100011110011101001010011010110000111101100101001110010001011110010011101011010111111100110000000000100110111101011011,8,4,1,True,0,0,4,128,1
11000010110110010100010001100111100110000010101010101000101110001111100110011101000100010010111101010101101111111011101101001010,8,4,1,True,0,0,4,128,3
00101000100110101110110000101001100111001100110000011000111111101101001100011001010110111001110111101010000101000101001010111001,8,4,1,True,0,0,4,128,4
11011111110010111001111110101011010001010100010111111010000111010010111110000110000001101001001001011100001101000010111000001110,8,4,1,True,0,0,4,128,2
11011000101100101101111010011000000001001110010101000111010001001110000110101000111110011010000100101010110100101100101001110100,8,4,1,True,0,0,4,128,1
10110110110111000000100011110110011110110110100101110111000010101111011011011101011100100000010010101011001011100101011011011101,8,4,1,True,0,0,4,128,4
00100101010111111110001110000101100110011000001100100000100000111111011110011101011110110001010001111111011101001110001110110000,8,4,1,True,0,0,4,128,3
010010000100011110100011101010101100111100101100,4,3,1,False,3,0,4,128,4
010011101001111111100000100011100100010100100111,4,3,1,False,3,0,4,128,3
011001001011001110000000001100100000001110000100,4,3,1,False,3,0,4,128,4
110001100011110111011110101100001011100001011011,4,3,1,False,3,0,4,128,3
101010001100001101101000110100111101010101000011,4,3,1,False,3,0,4,128,1
100010100000010010000100001101000101101110110110,4,3,1,False,3,0,4,128,3
000011111111111111100100010110100111100111000101,4,3,1,False,3,0,4,128,5
000110000010001010011011111101001111000100010100,4,3,1,False,3,0,4,128,4
111111101100100001111100010101011110100111001110,4,3,1,False,3,0,4,128,0
101111001000010000110010000011101001011110000101,4,3,1,False,3,0,4,128,2
0000010000000100010110110111001101101010110011100110000100110100,4,4,1,True,0,1,4,128,4
0000101100100000100010001000101001101110101000111111001101010100,4,4,1,True,0,1,4,128,5
1001101010111111010000100101001101110110111110101111000111000011,4,4,1,True,0,1,4,128,1
0010001011100110001001011101001100011110001110001100010110100100,4,4,1,False,3,0,4,128,4
0110110100110000100010001110011011100010101001110011001110000000,4,4,1,False,3,0,4,128,3
1001000011000010010001101100101110101111100001010100101101010101,4,4,1,False,3,0,4,128,1
0100010010000000011001110101100111011101100111110001010001000010,4,4,1,False,3,0,4,128,0
1001001101110010111010010111011101110100110000011111000000111111,4,4,1,True,0,1,4,128,3
0111101001010000100101000001100001101101100010001101101000000110,4,4,1,True,0,1,4,128,4
0101100101110111110111111000000111011111011111010011010101000101,4,4,1,True,0,1,4,128,3
0101110010001011010000000100100100111001101000000011111110001101,4,4,1,True,0,1,4,128,0
1110010111000001011101111110101111100010011100010001000010001011,4,4,1,True,0,1,4,128,1
1011110011100111010011011111100110100000000000011100001000100011,4,4,1,True,0,1,4,128,0
0101101100110111111000011011110001100000010100100001010110001111,4,4,1,True,0,1,4,128,0
1010100101011111101000001110100100111101100111101011000000100000,4,4,1,True,0,1,4,128,4
1010001001111110101000110111010010110110001000010110101101110111,4,4,1,True,0,1,4,128,5
1101010000111001010111100101010101111001101100011101111000001110,4,4,1,True,0,1,4,128,0
0110011110111110100010101101100100101011100100011110000111111000,4,4,1,True,0,0,4,128,3
1010110101011001000011110100011000001011001001110000010010111110,4,4,1,True,0,0,4,128,1
1001010101001100011011000011101111110110000111011010111101110010,4,4,1,True,0,0,4,128,4
0011110111010000011101100100001100010100100100100010101001011110,4,4,1,True,0,0,4,128,5
1010111001011101011101110010101110111010110101011011111000100011,4,4,1,True,0,0,4,128,4
1101101101011000010011110110010110111111000100000010010110100101,4,4,1,True,0,0,4,128,4
1101010011111000000010101101101110011110011010010001001111001010,4,4,1,True,0,0,4,128,1
1100001000101110000101100110000101010100101101000000010111100111,4,4,1,True,0,0,4,128,2
1111011011101010111000101011101111001110001111010010010001101110,4,4,1,True,0,0,4,128,5
1000101011100101110011110101111001110100110001000101011010010110,4,4,1,True,0,0,4,128,2
1110010000100100100000100100100011000100000010101010000000110010,4,4,1,True,0,0,4,128,4
0111011010101001111100110011010001000100101101101100100010101111,4,4,1,True,0,0,4,128,0
1111011110001010100011011010100101001001010001101111101101110011,4,4,1,True,0,0,4,128,2
0101001010010000100010000011111111101010111100011011010110000010,4,4,1,True,0,0,4,128,1
1110111111110011111001100111010101100010111111000001011110001100,4,4,1,True,0,0,4,128,4
0101000101011000100110010011100110101100100101010010110101010101,4,4,1,True,0,0,4,128,1
0101001100100001000001110111011011101010011100000000010110011110,4,4,1,True,0,0,4,128,2
1111011011100100011011010101111001110100101111110101000010001100,4,4,1,True,0,0,4,128,5
0101111011111001011101011101010100011101001111010010100110101011,4,4,1,True,0,0,4,128,0
0000001110010110001001001010110101001111101001000000101001100110,4,4,1,True,0,0,4,128,4
1100000101110110101100010111001000010010010010110111000010111010,4,4,1,True,0,0,4,128,1
0111101111111010010011100101101111111000011001111000000010110000,4,4,1,True,0,0,4,128,0
1101101001100001110011011001100111110001000001111101101111110100,4,4,1,True,0,0,4,128,0
0000010111100001011010111111100110011011100011111101011010011010,4,4,1,True,0,0,4,128,3
0011110010001000111100011000101100101001011010101001011001011111,4,4,1,True,0,0,4,128,4
0010010010001011111011101101010101100001100100010001111110111101,4,4,1,True,0,0,4,128,1
1000111111111000011010000001011000011010100101111010111000111010,4,4,1,True,0,0,4,128,0
0111100001110010011011010011000011111011100000001100011010001011,4,4,1,True,0,0,4,128,4
0011111110110010010100101111010110010111011101001000111110011111,4,4,1,True,0,0,4,128,0
1000011001110101000111000000011111001010001000001001110111000000,4,4,1,True,0,0,4,128,2
10001110111101110110100111011011010010111000111100011001000000100010111000000010001000001111111111001111111110110110011010101000,8,4,1,False,10,0,4,128,2
01111101110001110000111000011110110011010101100010101100011101110001110000011110010001111111000101100111110001100101111010011101,8,4,1,False,10,0,4,128,0
10000010101001100110010001100010101101001010111100100000000100101000001010011001101110000001010011001100001100010001101110001001,8,4,1,False,10,0,4,128,1
10111010110111100101111000101100011110010001111101110110000100101110001100011011001001010111110011111110111111010010000000100110,8,4,1,False,10,0,4,128,2
00100100011011000000101101101111110101111111110000011111011111111000110110110001010111100110100110111100011101110111001010100101,8,4,1,False,10,0,4,128,3
11111110100100011010110011110000100011101001001110001111000011010111100000100011001100010000110100101101111110000111000001000101,8,4,1,False,10,0,4,128,4
00001100111110100011001011000101111101010100101100100011101010001010000110011111011101101010011101011111100010001000101001110110,8,4,1,False,10,0,4,128,5
00011110101010011101101100011111101001000101000000100001011100111111000100000001001001111100101100010110100111010111011100111110,8,4,1,False,10,0,4,128,2
00010101111111100111100110101010110111110000001001111101110111111111001110000111011011101000111010111110001000000100111100110111,8,4,1,False,10,0,4,128,5
10111111010001101110100101001111100110000011011101010101101101010000000100100011111001100111011100110111110110010000001110101111,8,4,1,False,10,0,4,128,0
0000110100010011110000100101011110001110010101011010000000100010,4,4,1,False,13,1,4,128,0
1010110111100111011001111011100010101001100101111100010100000100,4,4,1,False,13,1,4,128,0
0001000000111011011111010010100110011110011101010111011101110011,4,4,1,False,13,1,4,128,0
0110111101111101110111101100101011011000101101100110011101010101,4,4,1,False,13,1,4,128,0
1101111101101111110000001110100110100101110010001101101100110010,4,4,1,False,13,1,4,128,1
1111110000010101010100010110010001011010111011100000111101110100,4,4,1,False,13,1,4,128,0
1000011101111000011001101101011101010001110111000010000110010001,4,4,1,False,13,1,4,128,2
1111010100011100011110000011011010001101110001111001101110000101,4,4,1,False,13,1,4,128,1
0010010101001011101010001101011011111011110111110101100110011110,4,4,1,False,13,1,4,128,2
0101101000110001101110111000110010000110101110010001101110110001,4,4,1,False,13,1,4,128,0
000011010101100111011011011110110100001010010000000011010001110010000011010011101001000101011001,8,3,1,False,2,0,4,128,0
111011101000110110010001010010110111001101010101101101100111011000100011100010010010101101111011,8,3,1,False,2,0,4,128,1
101010010101111011011000001111010110000111110010000000000001011011001010100010011011101011110000,8,3,1,False,2,0,4,128,3
110111010101011111001010100111100000010011110101001001011010101111010010011000010010110001011000,8,3,1,False,2,0,4,128,4
001110000111000011000101100000000011101001100111101001011110110111111111110111011110110110000000,8,3,1,False,2,0,4,128,5
100110000110111011010010100011101101111110110010010011010101010011010100100111001011001000011001,8,3,1,False,2,0,4,128,5
010000111101110100100010111111110110001101101010111000010000101111100000111001111110010001001000,8,3,1,False,2,0,4,128,5
111010110000100010010000100011110011000100001101101110000111100000011001110111010000110000010011,8,3,1,False,2,0,4,128,1
011010010011111011100001101010001110010100010001111111111010001100111011000000101000001100110011,8,3,1,False,2,0,4,128,3
001000110111100001001111111111110011000010111100000000000011111011100010110110010001001001011010,8,3,1,False,2,0,4,128,2
0100100010011011111011011110000001110000010110111010100010000111,4,4,1,True,1,0,4,128,0
1111101110110011101001000000010010000000100000011001110010010001,4,4,1,True,1,0,4,128,2
0111001111100100110010111110100111001001001100101110000011011001,4,4,1,True,1,0,4,128,1
1001001001000110011110100110011100010011000101111001011001010010,4,4,1,True,1,0,4,128,0
0111011000010001000100110110111011111000110011011100010110111010,4,4,1,True,1,0,4,128,1
0111101100000101010010101111111101001000100100101010111011011011,4,4,1,True,1,0,4,128,3
1100001000001101100110101010101100111011011011110010111100010010,4,4,1,True,1,0,4,128,1
0100011011110011111000100111000000111011111001111111001100001001,4,4,1,True,1,0,4,128,0
0101000010111111001000011100111001000100110111100010110100111111,4,4,1,True,1,0,4,128,0
0011011100100100110011011011101000100010100011011101111000000011,4,4,1,True,1,0,4,128,3
10001010101111100101101001110010101011001001010010111101100001001001111100001111010100110001001100000110111110000001010110110011,8,4,1,False,16,0,4,128,0
10010000001000010111101111011010000011101001111000000001100000010011100110101011101000010110101010011101011110100111100110101111,8,4,1,False,16,0,4,128,2
10111010110111101110101110010101111010100010010001110000010000011010100100101010011000110111001000001100000010001010010101110000,8,4,1,False,16,0,4,128,2
01111100011100101010000000111100010001001101000100010111110010011111010100110000110000000000100010101000001101100101100100101010,8,4,1,False,16,0,4,128,1
01010110110110101000001110010101001010111001101001101011110100000101011011000011110010101100110000010010011010000001000010010100,8,4,1,False,16,0,4,128,3
01011000101101101101001101101111110001111010000001011000100100111110110110000101011010000101000101010001100001001010010011100110,8,4,1,False,16,0,4,128,4
00110100101101010110011110101111100010110101010100001011011000001100100011010100000011100110100111010101011010110111010110100010,8,4,1,False,16,0,4,128,1
00101001110100110110011110011001100111000101000011100101000100011111001010011101101000100110111011110011010101111111000101011110,8,4,1,False,16,0,4,128,0
01010001001011101001001101000100111000010001011011000011001111101000000011000001111110011110101001010110111101001110001101011100,8,4,1,False,16,0,4,128,4
00010110010111011010100001101100100001001001101010011001111011010110011111010111000010101000011000111000111110111101110011100111,8,4,1,False,16,0,4,128,3
10110100000100010111110100101111111010110111000110001100110000001101110011101100101010101101100011111001001111010011100100001111,8,4,1,False,0,0,4,128,2
01100011111110011010001110100010100010001010010001001000010100111100110110110111000000101001101110001111110111111101101100001011,8,4,1,False,0,0,4,128,0
01011001000000111100001101011111011000000100110101100011011010110001001011101011100110001101001000110011011000001110010100010100,8,4,1,False,0,0,4,128,3
11101001100001010000010000101101000110110000000111111011110111000111001111011011000101001101111011010101110100001100010110110111,8,4,1,False,0,0,4,128,3
10010111000110101101001010010100111111010111001011111111001110100101010110111111010111110001101011100001101101011001111001110110,8,4,1,False,0,0,4,128,4
11101110111000110010110000110110010011001110100110110100010001100111001101000011110111011000110111001111100011001100000110101010,8,4,1,False,0,0,4,128,3
10101100100001100011000001000101000111001001011001100000000010011101111110100011110110111101101001011101001100111101100001010111,8,4,1,False,0,0,4,128,3
10011000010110110100000111001100010011011111000001100110011011011001110011100010111101100001000110001001010000010101001010101110,8,4,1,False,0,0,4,128,0
11110110000000001101001010110110110010111110101100111000100100001110011101101000001010010111011101110110000101000001000010110101,8,4,1,False,0,0,4,128,1
00111011010100111000011100000001110101010011111101010000000111001001010011101011100101101010001010101101110010000101010110111010,8,4,1,False,0,0,4,128,2
0011101100100101111101011100000001011011000001111110011011111101,4,4,1,False,7,0,4,128,0
0001000011111011101101100000001000111010110111001100000011011111,4,4,1,False,7,0,4,128,1
1000100111000110101110110000111100000001011110110010100100100100,4,4,1,False,7,0,4,128,2
0010110111010010010011001010011111010001111101110111000110011000,4,4,1,False,7,0,4,128,0
1011001001000100100110110011111110010011001101001101110100101011,4,4,1,False,7,0,4,128,3
0111100000011100001011100111110000000011010001111001111000100010,4,4,1,False,7,0,4,128,0
1100011001010110101110000100001100010101011110011111010011000101,4,4,1,False,7,0,4,128,1
0100011111000011101100100101001010010001001000110000000100111010,4,4,1,False,7,0,4,128,3
0011101100010101101001010011001110110101000110011101001001101010,4,4,1,False,7,0,4,128,2
1011001010001110100100110001001111110001000001111111000001010010,4,4,1,False,7,0,4,128,2
0111110110000110111010000000001011000100010010101011111100111101,4,4,1,False,0,0,4,128,2
0001000010011010100111000001101011011111110110001001101111010110,4,4,1,False,0,0,4,128,0
0000100010010001001010001001100001001011111010110001000110100100,4,4,1,False,0,0,4,128,0
1000010010001001001010111010101001011001100010011110000101110100,4,4,1,False,0,0,4,128,2
0010001001110010100010010110000011111000100000011100001111111011,4,4,1,False,0,0,4,128,2
0010101101110011011111101101011101111010100100010110011110001011,4,4,1,False,0,0,4,128,2
1101010010010111010011011011010010011101111000001110001001010100,4,4,1,False,0,0,4,128,0
1001110100011111100101101000110110010110111001111101010111001100,4,4,1,False,0,0,4,128,3
0000000011111010001001010010101010111001111000010101000100001101,4,4,1,False,0,0,4,128,4
1110101001011000111111011100111010111001011111000010100111001001,4,4,1,False,0,0,4,128,1
1100001100010110011010001011001111111010000000010010000101111010,4,4,1,False,0,1,4,128,2
0001010111011111010111000100111010110111001000001011111010011111,4,4,1,False,0,1,4,128,0
0100100100010100000111110001000010100011010110011001100010111000,4,4,1,False,0,1,4,128,0
1011011110101010101001110011011000010110010110111101101010101111,4,4,1,False,0,1,4,128,1
0011100111000110001110100101110001110000110110100100111111010010,4,4,1,False,0,1,4,128,0
1101011011101001001001100110000010100011101100101100001101010101,4,4,1,False,0,1,4,128,3
1001110011011111111000001111011001010111111001111000010101110011,4,4,1,False,0,1,4,128,4
0100001010110111010101010011101111010001100100010110010100001101,4,4,1,False,0,1,4,128,0
0100111100010110010011110001110111111111000110000111000010010011,4,4,1,False,0,1,4,128,0
1111010000011001110001001001111111010011101101000111011000100001,4,4,1,False,0,1,4,128,1
1010001111010100111011001001110010111001010000100101011101001111,4,4,1,True,0,0,4,128,1
1011111001101011111100001010110000100111101101110011001000011111,4,4,1,True,0,0,4,128,2
1011111010110010010011010110010111101110010101100101000001111101,4,4,1,True,0,0,4,128,3
0000011011001001111100000011001110110101100111010101011100110011,4,4,1,True,0,0,4,128,4
0000101100000000001110110000111101011101010111000011010100010011,4,4,1,True,0,0,4,128,5
10100001111100000011010100010111100001010000101101101110011000100100110010110110111000010000100010110110001010011111001110111010,8,4,1,True,0,0,4,128,0
01100100101100010010110100010110010010110011111001101110011001001101011001100001001001000100101011011011100011111000001101001000,8,4,1,True,0,0,4,128,2
01110001001001110000010110001000001010111001001000000111111101110010100011100101111101000001111110001100000000110011010011111101,8,4,1,True,0,0,4,128,3
00110001001100011111110100010110011111010101000010111001001010011111111010001000010011111110111011010111011010101101010110111000,8,4,1,True,0,0,4,128,4
01000001100101111011001101010000101000001100010000101010100101101110101001111101110101101110101101010111011001010101101010010100,8,4,1,True,0,0,4,128,1
11101001110100000101110100100011001111010101001010011011111000011111111110000101000100010110111001000110011001101000111000001101,8,4,1,False,0,0,4,128,1
10011011110011100010110000010110100101110001111010110010101010110001010100111101111100111001001010101110010110100110111111000000,8,4,1,False,0,0,4,128,4
01110110100001100000111010111110101101110011101001000101110111000010100010010101010100001001101111111101100001000100011000100000,8,4,1,False,0,0,4,128,5
01011001100010011011100011010101000001111010110101000000001101010111001011110011101010000101100000101111010110110000011100000011,8,4,1,False,0,0,4,128,1
11001001011100001100100101111101011101101001101110100000100111110100011100000000110001101100001111111010010001100010001011111010,8,4,1,False,0,0,4,128,3
10100001111100000011010100010111100001010000101101101110011000100100110010110110111000010000100010110110001010011111001110111010,8,4,1,True,0,0,4,128,0
01100100101100010010110100010110010010110011111001101110011001001101011001100001001001000100101011011011100011111000001101001000,8,4,1,True,0,0,4,128,2
01110001001001110000010110001000001010111001001000000111111101110010100011100101111101000001111110001100000000110011010011111101,8,4,1,True,0,0,4,128,3
00110001001100011111110100010110011111010101000010111001001010011111111010001000010011111110111011010111011010101101010110111000,8,4,1,True,0,0,4,128,4
01000001100101111011001101010000101000001100010000101010100101101110101001111101110101101110101101010111011001010101101010010100,8,4,1,True,0,0,4,128,1
11101001110100000101110100100011001111010101001010011011111000011111111110000101000100010110111001000110011001101000111000001101,8,4,1,False,0,0,4,128,1
10011011110011100010110000010110100101110001111010110010101010110001010100111101111100111001001010101110010110100110111111000000,8,4,1,False,0,0,4,128,4
01110110100001100000111010111110101101110011101001000101110111000010100010010101010100001001101111111101100001000100011000100000,8,4,1,False,0,0,4,128,5
01011001100010011011100011010101000001111010110101000000001101010111001011110011101010000101100000101111010110110000011100000011,8,4,1,False,0,0,4,128,1
11001001011100001100100101111101011101101001101110100000100111110100011100000000110001101100001111111010010001100010001011111010,8,4,1,False,0,0,4,128,3
00000000000011011001011100110001000010000111000011010001110011011110110010111010001100100100011000111101001100010011111111110111,8,4,1,False,0,0,4,128,2
11010111111101000110111100111011011101100111111000000011011110000001010101000011110110001101110101000100000001101100101001100110,8,4,1,False,0,0,4,128,4
11110100010100010010000011111111000001100101011111111111110010110000010111101000101111111110101101011010011000001111100110101001,8,4,1,False,0,0,4,128,3
10000100110101011001001011001010000010010000110011111000000110000000100101101011000100001110001011000001111000100011100101101010,8,4,1,False,0,0,4,128,4
00000001111001101001100010111111100010000101101011000100010111101100010000111111000010001010011101111100010010100010000101011110,8,4,1,False,0,0,4,128,3
0100100000011110010110010000101010101111000011000111110100110011,4,4,1,True,3,0,4,128,2
0000001101100100111011000111011101000011010001111010111011011001,4,4,1,True,3,0,4,128,1
1110101110011000001000010000111111000000001101010111101011001001,4,4,1,True,3,0,4,128,3
1010011001010000000111010101110100100011100101101000110100111010,4,4,1,True,3,0,4,128,1
0010101110101011011101010001111001100001001101101000110111111010,4,4,1,True,3,0,4,128,4
1000100010000001110100110100001011100100010001010110001100000000,4,4,1,False,3,0,4,128,2
1001011111000111010001010001001101011010001011111101001110111100,4,4,1,False,3,0,4,128,3
1011100011011000110000100101110110111110001111001011100010000011,4,4,1,False,3,0,4,128,4
1110101011101000110101010111111010110010110111011001100011101011,4,4,1,False,3,0,4,128,5
1011000001110101000110111011000101111000101001010100001001110011,4,4,1,False,3,0,4,128,4
0001100101001110111010110110010000101110001101110111110010111000,4,4,1,False,3,0,4,128,2
1011100111000011000100100111011011000000000110110111110101001011,4,4,1,False,3,0,4,128,4
0100010010000010100000110000101001100111110101010011001111011100,4,4,1,False,3,0,4,128,5
1111100011111000110011000011010001001001000001011110101111010100,4,4,1,False,3,0,4,128,1
0011001110001010110100001111100110011000010000011001000110110000,4,4,1,False,3,0,4,128,4
